id,inci_name,score,description,Restriction,Function
29823,XANTHOPTERIN,10,Safe ingredient (No EU restrictions),,COLORANT
29824,XANTHORRHIZOL,10,Safe ingredient (No EU restrictions),,ANTI-SEBUM
29825,XANTHORRHOEA PREISSII LEAF OIL,10,Safe ingredient (No EU restrictions),,FRAGRANCE
29826,XENOTIME,10,Safe ingredient (No EU restrictions),,"BINDING, SKIN CONDITIONING"
29827,XEROCHRYSUM BRACTEATUM EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29828,XEROCHRYSUM BRACTEATUM FLOWER,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29829,XEROCHRYSUM BRACTEATUM FLOWER EXTRACT,10,Safe ingredient (No EU restrictions),,"ASTRINGENT, FRAGRANCE, HAIR CONDITIONING, SKIN CONDITIONING"
29830,XEROCHRYSUM BRACTEATUM FLOWER/LEAF/STEM,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29831,XIMENIA AMERICANA BARK EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN PROTECTING
29832,XIMENIA AMERICANA SEED OIL,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, SKIN CONDITIONING - EMOLLIENT"
29833,XIMENIA AMERICANA SEED OIL PEG-8 ESTERS,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
29834,XIMENIA AMERICANA SEED OIL POLYGLYCERYL-6 ESTERS,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
29835,XIMENIA AMERICANA SEED POWDER,10,Safe ingredient (No EU restrictions),,EXFOLIATING
29836,XIMENIA PERRIERI SEED OIL,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING - EMOLLIENT
29837,XYLARIA NIGRIPES FERMENT FILTRATE,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING"
29838,XYLENE,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, PERFUMING, SOLVENT"
29839,XYLENE DIISOCYANATE,10,Safe ingredient (No EU restrictions),,NOT REPORTED
29840,XYLENE SULFONIC ACID,10,Safe ingredient (No EU restrictions),,"SURFACTANT - CLEANSING, SURFACTANT - HYDROTROPE"
29841,XYLITAN CAPRYLATE,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
29842,XYLITAN SESQUICAPRYLATE,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
29843,XYLITOL,10,Safe ingredient (No EU restrictions),,"ANTI-SEBORRHEIC, DEODORANT, FLAVOURING, HUMECTANT, SKIN CONDITIONING - HUMECTANT"
29844,XYLITYL CAPRATE/CAPRYLATE,10,Safe ingredient (No EU restrictions),,"ANTIMICROBIAL, EMULSION STABILISING, HUMECTANT, PRESERVATIVE, SKIN CONDITIONING"
29845,XYLITYL CAPRYLATE,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
29846,XYLITYL COCOATE,10,Safe ingredient (No EU restrictions),,"EMULSION STABILISING, HUMECTANT, PLASTICISER, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - EMULSIFYING"
29847,XYLITYL PHOSPHATE,10,Safe ingredient (No EU restrictions),,"ANTI-SEBORRHEIC, DEODORANT"
29848,XYLITYL SESQUICAPRYLATE,10,Safe ingredient (No EU restrictions),,"ANTIMICROBIAL, DEODORANT, HUMECTANT, SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
29849,XYLITYL UNDECYLENATE,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
29850,XYLITYLGLUCOSIDE,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
29851,XYLOBIOSE,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
29852,XYLOGLUCAN,10,Safe ingredient (No EU restrictions),,HUMECTANT
29853,XYLOPIA AETHIOPICA FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29854,XYLOSE,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, HUMECTANT, SKIN CONDITIONING"
29855,XYLYL BIS-BUTOXY PEG-3 CARBAMOYLTOLYLUREA,10,Safe ingredient (No EU restrictions),,VISCOSITY CONTROLLING
29856,XYLYL DIBUTYLBENZOFURANONE,10,Safe ingredient (No EU restrictions),,ANTIOXIDANT
29857,XYLYL PHENYLETHANE,10,Safe ingredient (No EU restrictions),,SOLVENT
29858,XYMENYNIC ACID,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
29859,YAK MILK,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING"
29860,YARROWIA LIPOLYTICA EXTRACT,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
29861,YARROWIA LIPOLYTICA FERMENT LYSATE,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
29862,YARROWIA LIPOLYTICA OIL,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
29863,YARROWIA/FISH SCALE/SKIN EXTRACT FERMENT LYSATE,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
29864,YEAST,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29865,YEAST AMINO ACIDS,10,Safe ingredient (No EU restrictions),,HUMECTANT
29866,YEAST BETA-GLUCAN,10,Safe ingredient (No EU restrictions),,"FILM FORMING, SKIN CONDITIONING, VISCOSITY CONTROLLING"
29867,YEAST EXTRACT,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN PROTECTING"
29868,YEAST FERMENT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29869,YEAST PALMITATE,10,Safe ingredient (No EU restrictions),,"HAIR FIXING, SKIN CONDITIONING"
29870,YEAST POLYSACCHARIDES,10,Safe ingredient (No EU restrictions),,"FILM FORMING, SKIN CONDITIONING, SKIN PROTECTING, VISCOSITY CONTROLLING"
29871,YELLOW 11,10,Safe ingredient (No EU restrictions),,COLORANT
29872,YOGURT,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SKIN PROTECTING"
29873,YOGURT EXTRACT,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SKIN CONDITIONING"
29874,YOGURT FILTRATE,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SKIN PROTECTING"
29875,YOGURT POWDER,10,Safe ingredient (No EU restrictions),,HAIR CONDITIONING
29876,YOKUININ,10,Safe ingredient (No EU restrictions),,"ABRASIVE, SKIN CONDITIONING"
29877,YOMOGI SUI,10,Safe ingredient (No EU restrictions),,NOT REPORTED
29878,YOUNGIA SONCHIFOLIA CALLUS CULTURE CONDITIONED MEDIA,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
29879,YOUNGIA SONCHIFOLIA CALLUS CULTURE EXTRACT,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
29880,YTTRIUM OXIDE,10,Safe ingredient (No EU restrictions),,NOT REPORTED
29881,YUCCA ALOIFOLIA LEAF/ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, SKIN PROTECTING"
29882,YUCCA BREVIFOLIA POWDER,10,Safe ingredient (No EU restrictions),,EXFOLIATING
29883,YUCCA BREVIFOLIA ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29884,YUCCA FILAMENTOSA EXTRACT,10,Safe ingredient (No EU restrictions),,FRAGRANCE
29885,YUCCA FILAMENTOSA ROOT,10,Safe ingredient (No EU restrictions),,SKIN PROTECTING
29886,YUCCA FILAMENTOSA ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,NOT REPORTED
29887,YUCCA GLAUCA ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN PROTECTING
29888,YUCCA SCHIDIGERA FRUIT,10,Safe ingredient (No EU restrictions),,SKIN PROTECTING
29889,YUCCA SCHIDIGERA FRUIT JUICE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29890,YUCCA SCHIDIGERA LEAF/ROOT/STEM EXTRACT,10,Safe ingredient (No EU restrictions),,"CLEANSING, FRAGRANCE, SKIN PROTECTING, SURFACTANT - CLEANSING"
29891,YUCCA SCHIDIGERA ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29892,YUCCA SCHIDIGERA STEM EXTRACT,10,Safe ingredient (No EU restrictions),,"CLEANSING, PERFUMING"
29893,YUCCA VERA LEAF/ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, NOT REPORTED"
29894,ZANTEDESCHIA AETHIOPICA CALLUS EXTRACT,10,Safe ingredient (No EU restrictions),,ANTIOXIDANT
29895,ZANTEDESCHIA AETHIOPICA FLOWER EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29896,ZANTEDESCHIA AETHIOPICA FLOWER/STEM EXTRACT,10,Safe ingredient (No EU restrictions),,FRAGRANCE
29897,ZANTEDESCHIA ELLIOTTIANA FLOWER EXTRACT,10,Safe ingredient (No EU restrictions),,ANTIOXIDANT
29898,ZANTHOXYLUM ACANTHOPODIUM FRUIT OIL,10,Safe ingredient (No EU restrictions),,FRAGRANCE
29899,ZANTHOXYLUM ALATUM BARK EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29900,ZANTHOXYLUM ALATUM FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, SKIN CONDITIONING"
29901,ZANTHOXYLUM ALATUM FRUIT OIL,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, ORAL CARE, SKIN CONDITIONING"
29902,ZANTHOXYLUM AMERICANUM BARK EXTRACT,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, SKIN CONDITIONING"
29903,ZANTHOXYLUM AMERICANUM/CLAVA-HERCULES BARK EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29904,ZANTHOXYLUM AVICENNAE BARK EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29905,ZANTHOXYLUM BUNGEANUM BARK/FRUIT/FLOWER/STALK EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29906,ZANTHOXYLUM BUNGEANUM FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29907,ZANTHOXYLUM BUNGEANUM FRUIT OIL,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29908,ZANTHOXYLUM BUNGEANUM PERICARP EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29909,ZANTHOXYLUM COREANUM BRANCH/LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29910,ZANTHOXYLUM MYRIACANTHUM FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,FRAGRANCE
29911,ZANTHOXYLUM PIPERITUM BRANCH/LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29912,ZANTHOXYLUM PIPERITUM FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29913,ZANTHOXYLUM PIPERITUM OIL,10,Safe ingredient (No EU restrictions),,FRAGRANCE
29914,ZANTHOXYLUM PIPERITUM PEEL EXTRACT,10,Safe ingredient (No EU restrictions),,ANTIMICROBIAL
29915,ZANTHOXYLUM PIPERITUM PEEL WATER,10,Safe ingredient (No EU restrictions),,"ASTRINGENT, FRAGRANCE, SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
29916,ZANTHOXYLUM RHETSA FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,"FLAVOURING, FRAGRANCE"
29917,ZANTHOXYLUM SCHINIFOLIUM FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, PERFUMING"
29918,ZANTHOXYLUM SCHINIFOLIUM LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29919,ZANTHOXYLUM ZANTHOXYLOIDES BARK EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29920,ZANTHOXYLUM ZANTHOXYLOIDES BRANCH/LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN PROTECTING
29921,ZEA MAYS BRAN EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29922,ZEA MAYS BUD/SEED EXTRACT,10,Safe ingredient (No EU restrictions),,ANTIOXIDANT
29923,ZEA MAYS COB MEAL,10,Safe ingredient (No EU restrictions),,"ABRASIVE, BINDING, BULKING"
29924,ZEA MAYS COB POWDER,10,Safe ingredient (No EU restrictions),,"ABRASIVE, BINDING"
29925,ZEA MAYS FRUIT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29926,ZEA MAYS GERM EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29927,ZEA MAYS GERM OIL,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
29928,ZEA MAYS GLUTEN PROTEIN,10,Safe ingredient (No EU restrictions),,"BINDING, BULKING, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
29929,ZEA MAYS KERNEL EXTRACT,10,Safe ingredient (No EU restrictions),,"BINDING, BULKING"
29930,ZEA MAYS KERNEL MEAL,10,Safe ingredient (No EU restrictions),,"ABRASIVE, BINDING, BULKING"
29931,ZEA MAYS LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29932,ZEA MAYS OIL,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, HAIR CONDITIONING, PERFUMING, SKIN CONDITIONING, SURFACTANT - EMULSIFYING"
29933,ZEA MAYS OIL UNSAPONIFIABLES,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
29934,ZEA MAYS SEED FLOUR,10,Safe ingredient (No EU restrictions),,"ABRASIVE, ABSORBENT, BINDING, BULKING"
29935,ZEA MAYS SILK EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29936,ZEA MAYS STALK EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29937,ZEA MAYS STARCH,10,Safe ingredient (No EU restrictions),,"ABRASIVE, ABSORBENT, ANTICAKING, SKIN PROTECTING, VISCOSITY CONTROLLING"
29938,ZEA MAYS STIGMA EXTRACT,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
29939,ZEATIN,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29940,ZEAXANTHIN,10,Safe ingredient (No EU restrictions),,ANTIOXIDANT
29941,ZEDERONE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29942,ZEIN,10,Safe ingredient (No EU restrictions),,"FILM FORMING, HAIR CONDITIONING, SKIN CONDITIONING"
29943,ZEOLITE,10,Safe ingredient (No EU restrictions),,"ABSORBENT, ANTICAKING, BULKING, DEODORANT"
29944,ZERUMBONE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29945,ZINC,10,Safe ingredient (No EU restrictions),,ANTIOXIDANT
29946,ZINC ACETATE,-5,RESTRICTED in EU (Annex III),III/24,"ANTIMICROBIAL, ASTRINGENT, ORAL CARE, SKIN PROTECTING"
29947,ZINC ACETYLMETHIONATE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29948,ZINC ADENOSINE TRIPHOSPHATE,-5,RESTRICTED in EU (Annex III),III/24,"ANTIOXIDANT, SKIN CONDITIONING"
29949,ZINC ADENOSINE TRIPHOSPHATE HYDROXIDE,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING, UV ABSORBER"
29950,ZINC ASCORBATE,-5,RESTRICTED in EU (Annex III),III/24,"ANTIOXIDANT, ORAL CARE, SKIN PROTECTING"
29951,ZINC ASCORBATE HYDROXIDE,-5,RESTRICTED in EU (Annex III),III/24,"HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING, UV ABSORBER"
29952,ZINC ASPARTATE,-5,RESTRICTED in EU (Annex III),III/24,SKIN CONDITIONING
29953,ZINC AZELATE HYDROXIDE,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, HAIR CONDITIONING, PERFUMING, SKIN CONDITIONING, SKIN PROTECTING, UV ABSORBER"
29954,ZINC BIS-(METHYL PALMITOYL ASPARTATE),10,Safe ingredient (No EU restrictions),,SKIN PROTECTING
29955,ZINC BIS-METHYLIMIDAZOLE,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN PROTECTING"
29956,ZINC BORATE,-10,PROHIBITED in EU (Annex II),"II/1396
",SKIN CONDITIONING - HUMECTANT
29957,ZINC BOROSILICATE,10,Safe ingredient (No EU restrictions),,BULKING
29958,ZINC CARBONATE,10,Safe ingredient (No EU restrictions),,OPACIFYING
29959,ZINC CARBONATE HYDROXIDE,10,Safe ingredient (No EU restrictions),,"BUFFERING, BULKING"
29960,ZINC CARBOXYDECYL TRISILOXANE,10,Safe ingredient (No EU restrictions),,BULKING
29961,ZINC CERIUM OXIDE,10,Safe ingredient (No EU restrictions),,UV ABSORBER
29962,ZINC CHLORIDE,-5,RESTRICTED in EU (Annex III),III/24,"ANTIMICROBIAL, ASTRINGENT, ORAL CARE, SOOTHING"
29963,ZINC CHLORIDE HYDROXIDE,10,Safe ingredient (No EU restrictions),,BULKING
29964,ZINC CITRATE,-5,RESTRICTED in EU (Annex III),III/24,"ANTIMICROBIAL, ANTIPLAQUE, ORAL CARE"
29965,ZINC COCETH SULFATE,-5,RESTRICTED in EU (Annex III),III/24,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
29966,ZINC COCO-SULFATE,-5,RESTRICTED in EU (Annex III),III/24,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
29967,ZINC CYSTEINATE,-5,RESTRICTED in EU (Annex III),III/24,ANTIMICROBIAL
29968,ZINC DIBUTYLDITHIOCARBAMATE,-5,RESTRICTED in EU (Annex III),III/24,"ANTIMICROBIAL, ANTIOXIDANT"
29969,ZINC DIMETHICONE PEG-25 PHTHALATE,10,Safe ingredient (No EU restrictions),,DEODORANT
29970,ZINC DIMETHICONE PEG-8 SUCCINATE,10,Safe ingredient (No EU restrictions),,DEODORANT
29971,ZINC DNA,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29972,ZINC DOCOSAHEXAENOATE HYDROXIDE,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING, UV ABSORBER"
29973,ZINC EICOSAPENTAENOATE HYDROXIDE,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING, VISCOSITY CONTROLLING"
29974,ZINC ETHYLHEXANOATE,10,Safe ingredient (No EU restrictions),,DEODORANT
29975,ZINC FORMALDEHYDE SULFOXYLATE,-5,RESTRICTED in EU (Annex III),III/24,REDUCING
29976,ZINC FRUCTOSE DIPHOSPHATE,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING"
29977,ZINC GLUCOHEPTONATE,-5,RESTRICTED in EU (Annex III),III/24,SKIN CONDITIONING
29978,ZINC GLUCONATE,-5,RESTRICTED in EU (Annex III),III/24,"ANTIMICROBIAL, DEODORANT, ORAL CARE, SKIN CONDITIONING"
29979,ZINC GLUTAMATE,-5,RESTRICTED in EU (Annex III),III/24,"DEODORANT, HAIR CONDITIONING, ORAL CARE, SKIN CONDITIONING - MISCELLANEOUS"
29980,ZINC GLYCINATE,-5,RESTRICTED in EU (Annex III),III/24,BUFFERING
29981,ZINC GLYCINATE SALICYLATE,-5,RESTRICTED in EU (Annex III),III/24,"ANTI-SEBORRHEIC, ANTIMICROBIAL, SKIN CONDITIONING"
29982,ZINC GLYCYRRHETINATE,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, SKIN CONDITIONING"
29983,ZINC HEXAMETAPHOSPHATE,10,Safe ingredient (No EU restrictions),,"ANTICORROSIVE, BUFFERING, CHELATING"
29984,ZINC HEXAPEPTIDE-11,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
29985,ZINC HYDROLYZED COLLAGEN,-5,RESTRICTED in EU (Annex III),III/24,"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING"
29986,ZINC HYDROLYZED HYALURONATE,-5,RESTRICTED in EU (Annex III),III/24,"HUMECTANT, SKIN CONDITIONING"
29987,ZINC HYDROXIDE,10,Safe ingredient (No EU restrictions),,ABSORBENT
29988,ZINC HYDROXYAPATITE,10,Safe ingredient (No EU restrictions),,ORAL CARE
29989,ZINC INDOLEACETATE HYDROXIDE,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING, VISCOSITY CONTROLLING"
29990,ZINC ISOMERIZED LINOLEATE HYDROXIDE,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, HAIR CONDITIONING, PERFUMING, SKIN CONDITIONING, SKIN PROTECTING, UV ABSORBER"
29991,ZINC LACTATE,-5,RESTRICTED in EU (Annex III),III/24,DEODORANT
29992,ZINC LAURATE,10,Safe ingredient (No EU restrictions),,"ANTICAKING, OPACIFYING, VISCOSITY CONTROLLING"
29993,ZINC LAUROYL ASPARTATE,10,Safe ingredient (No EU restrictions),,BINDING
29994,ZINC LINOLEATE HYDROXIDE,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, HAIR CONDITIONING, PERFUMING, SKIN CONDITIONING, SKIN PROTECTING, UV ABSORBER"
29995,ZINC LINOLENATE HYDROXIDE,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, REDUCING, SKIN PROTECTING, UV ABSORBER"
29996,ZINC MAGNESIUM ASPARTATE,-5,RESTRICTED in EU (Annex III),III/24,"ANTIMICROBIAL, BUFFERING, SKIN PROTECTING"
29997,ZINC MYRISTATE,10,Safe ingredient (No EU restrictions),,"ANTICAKING, OPACIFYING, VISCOSITY CONTROLLING"
29998,ZINC NEODECANOATE,10,Safe ingredient (No EU restrictions),,"ANTICAKING, OPACIFYING, VISCOSITY CONTROLLING"
29999,ZINC NITRATE,-5,RESTRICTED in EU (Annex III),III/24,SKIN CONDITIONING
30000,ZINC OXIDE,0,ALLOWED COLORANT (Annex IV),"IV/144
VI/30
VI/30a","ANTIMICROBIAL, BULKING, COLORANT, LIGHT STABILIZER, ORAL CARE, SKIN PROTECTING, UV ABSORBER, UV FILTER"
30001,ZINC PALMITATE,10,Safe ingredient (No EU restrictions),,DEODORANT
30002,ZINC PALMITOYL NONAPEPTIDE-14,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
30003,ZINC PCA,-5,RESTRICTED in EU (Annex III),III/24,"HUMECTANT, SKIN CONDITIONING"
30004,ZINC PENTADECENE TRICARBOXYLATE,-5,RESTRICTED in EU (Annex III),III/24,"ANTICAKING, SKIN CONDITIONING, SURFACTANT - CLEANSING"
30005,ZINC PEROXIDE,-5,RESTRICTED in EU (Annex III),III/12,OXIDISING
30006,ZINC PHENOLSULFONATE,-5,RESTRICTED in EU (Annex III),III/25,"ANTIMICROBIAL, ASTRINGENT, DEODORANT"
30007,ZINC PHOSPHATE,10,Safe ingredient (No EU restrictions),,ANTIPLAQUE
30008,ZINC PICOLINATE,-5,RESTRICTED in EU (Annex III),III/24,"ORAL CARE, SOOTHING"
30009,ZINC PYRIDOXAL 5-PHOSPHATE,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING"
30010,ZINC PYRITHIONE,-10,PROHIBITED in EU (Annex II),Annex II/1670,"ANTI-SEBORRHEIC, ANTI-SEBUM, HAIR CONDITIONING, PRESERVATIVE"
30011,ZINC RETINOATE HYDROXIDE,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING, UV ABSORBER"
30012,ZINC RICINOLEATE,10,Safe ingredient (No EU restrictions),,"ANTICAKING, DEODORANT, OPACIFYING"
30013,ZINC ROSINATE,10,Safe ingredient (No EU restrictions),,"ANTICAKING, OPACIFYING, VISCOSITY CONTROLLING"
30014,ZINC S-ALLOFERON-1,-5,RESTRICTED in EU (Annex III),III/24,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
30015,ZINC SALICYLATE,-5,RESTRICTED in EU (Annex III),III/24,ANTIMICROBIAL
30016,ZINC SILICATE,10,Safe ingredient (No EU restrictions),,DEODORANT
30017,ZINC STEARATE,0,ALLOWED COLORANT (Annex IV),IV/150,"ANTICAKING, COLORANT, SLIP MODIFIER, VISCOSITY CONTROLLING"
30018,ZINC SULFATE,-5,RESTRICTED in EU (Annex III),III/24,"ANTIMICROBIAL, ANTIPLAQUE, ASTRINGENT, ORAL CARE"
30019,ZINC SULFIDE,10,Safe ingredient (No EU restrictions),,DEPILATORY
30020,ZINC TALC CHLORIDE HYDROXIDE,10,Safe ingredient (No EU restrictions),,"BULKING, DEODORANT"
30021,ZINC THIOSALICYLATE,-5,RESTRICTED in EU (Annex III),III/24,"ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING"
30022,ZINC UNDECYLENATE,10,Safe ingredient (No EU restrictions),,"ANTICAKING, ANTIMICROBIAL, OPACIFYING"
30023,ZINC UNDECYLENOYL HYDROLYZED WHEAT PROTEIN,-5,RESTRICTED in EU (Annex III),III/24,"EMULSION STABILISING, HAIR CONDITIONING, SKIN CONDITIONING"
30024,ZINC ZEOLITE,10,Safe ingredient (No EU restrictions),,"ABSORBENT, ASTRINGENT, SKIN CONDITIONING, SKIN PROTECTING"
30025,ZINC/STRONTIUM FLUORIDE HYDROXYAPATITE,10,Safe ingredient (No EU restrictions),,ANTIPLAQUE
30026,ZINGERONE,10,Safe ingredient (No EU restrictions),,PERFUMING
30027,ZINGERONEMETHYLTRIAZOLYL CYCLOPROPYLCARBOXOYLALANINOYL S-TEPIDAMORPHUS GEMMATUS OLIGOPEPTIDE-1 AMIDE,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING"
30028,ZINGIBER AROMATICUS EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
30029,ZINGIBER CASSUMUNAR EXTRACT,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, SKIN CONDITIONING"
30030,ZINGIBER CASSUMUNAR RHIZOME EXTRACT,10,Safe ingredient (No EU restrictions),,"FLAVOURING, FRAGRANCE, SKIN CONDITIONING"
30031,ZINGIBER CASSUMUNAR ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
30032,ZINGIBER CASSUMUNAR ROOT OIL,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
30033,ZINGIBER CASSUMUNAR ROOT POWDER,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
